shipment_id,risk_category,recommended_action
SHP002359,Medium,Monitor shipment closely
SHP002360,Medium,Monitor shipment closely
SHP002361,Medium,Monitor shipment closely
SHP002362,Medium,Monitor shipment closely
SHP002363,Medium,Monitor shipment closely
SHP002364,Medium,Monitor shipment closely
SHP002365,Medium,Monitor shipment closely
SHP002366,Medium,Monitor shipment closely
SHP002367,Medium,Monitor shipment closely
SHP002368,Medium,Monitor shipment closely
SHP002369,Medium,Monitor shipment closely
SHP002370,Medium,Monitor shipment closely
SHP002371,Medium,Monitor shipment closely
SHP002372,Medium,Monitor shipment closely
SHP002373,Medium,Monitor shipment closely
SHP002374,Medium,Monitor shipment closely
SHP002375,Medium,Monitor shipment closely
SHP002376,Medium,Monitor shipment closely
SHP002377,Medium,Monitor shipment closely
SHP002378,Medium,Monitor shipment closely
SHP002379,Medium,Monitor shipment closely
SHP002380,Medium,Monitor shipment closely
SHP002381,Medium,Monitor shipment closely
SHP002382,Medium,Monitor shipment closely
SHP002383,Medium,Monitor shipment closely
SHP002384,Medium,Monitor shipment closely
SHP002385,Medium,Monitor shipment closely
SHP002387,Medium,Monitor shipment closely
SHP002388,Medium,Monitor shipment closely
SHP002389,Medium,Monitor shipment closely
SHP002390,Medium,Monitor shipment closely
SHP002391,Medium,Monitor shipment closely
SHP002392,Medium,Monitor shipment closely
SHP002393,Medium,Monitor shipment closely
SHP002394,Medium,Monitor shipment closely
SHP002395,Medium,Monitor shipment closely
SHP002396,Medium,Monitor shipment closely
SHP002397,Medium,Monitor shipment closely
SHP002398,Medium,Monitor shipment closely
SHP002399,Medium,Monitor shipment closely
SHP002400,Medium,Monitor shipment closely
SHP002401,Medium,Monitor shipment closely
SHP002402,Medium,Monitor shipment closely
SHP002403,Medium,Monitor shipment closely
SHP002404,Medium,Monitor shipment closely
SHP002405,Medium,Monitor shipment closely
SHP002406,Medium,Monitor shipment closely
SHP002407,Medium,Monitor shipment closely
SHP002408,Medium,Monitor shipment closely
SHP002410,Medium,Monitor shipment closely
SHP002411,Medium,Monitor shipment closely
SHP002412,Medium,Monitor shipment closely
SHP002413,Medium,Monitor shipment closely
SHP002414,Medium,Monitor shipment closely
SHP002415,Medium,Monitor shipment closely
SHP002416,Medium,Monitor shipment closely
SHP002417,Medium,Monitor shipment closely
SHP002418,Medium,Monitor shipment closely
SHP002419,Medium,Monitor shipment closely
SHP002420,Medium,Monitor shipment closely
SHP002421,Medium,Monitor shipment closely
SHP002422,Medium,Monitor shipment closely
SHP002423,Medium,Monitor shipment closely
SHP002424,Medium,Monitor shipment closely
SHP002425,Medium,Monitor shipment closely
SHP002426,Medium,Monitor shipment closely
SHP002427,Medium,Monitor shipment closely
SHP002428,Medium,Monitor shipment closely
SHP002429,Medium,Monitor shipment closely
SHP002430,Medium,Monitor shipment closely
SHP002431,Medium,Monitor shipment closely
SHP002432,Medium,Monitor shipment closely
SHP002433,Medium,Monitor shipment closely
SHP002434,Medium,Monitor shipment closely
SHP002435,Medium,Monitor shipment closely
SHP002436,Medium,Monitor shipment closely
SHP002437,Medium,Monitor shipment closely
SHP002438,Medium,Monitor shipment closely
SHP002440,Medium,Monitor shipment closely
SHP002441,Medium,Monitor shipment closely
SHP002442,Medium,Monitor shipment closely
SHP002443,Medium,Monitor shipment closely
SHP002444,Medium,Monitor shipment closely
SHP002445,Medium,Monitor shipment closely
SHP002446,Medium,Monitor shipment closely
SHP002447,Medium,Monitor shipment closely
SHP002448,Medium,Monitor shipment closely
SHP002449,Medium,Monitor shipment closely
SHP002450,Medium,Monitor shipment closely
SHP002451,Medium,Monitor shipment closely
SHP002452,Medium,Monitor shipment closely
SHP002453,Medium,Monitor shipment closely
SHP002454,Medium,Monitor shipment closely
SHP002455,Medium,Monitor shipment closely
SHP002457,Medium,Monitor shipment closely
SHP002458,Medium,Monitor shipment closely
SHP002459,Medium,Monitor shipment closely
SHP002460,Medium,Monitor shipment closely
SHP002461,Medium,Monitor shipment closely
SHP002462,Medium,Monitor shipment closely
SHP002464,Medium,Monitor shipment closely
SHP002465,Medium,Monitor shipment closely
SHP002466,Medium,Monitor shipment closely
SHP002467,Medium,Monitor shipment closely
SHP002468,Medium,Monitor shipment closely
SHP002469,Medium,Monitor shipment closely
SHP002470,Medium,Monitor shipment closely
SHP002471,Medium,Monitor shipment closely
SHP002472,Medium,Monitor shipment closely
SHP002473,Medium,Monitor shipment closely
SHP002474,Medium,Monitor shipment closely
SHP002475,Medium,Monitor shipment closely
SHP002476,Medium,Monitor shipment closely
SHP002477,Medium,Monitor shipment closely
SHP002478,Medium,Monitor shipment closely
SHP002479,Medium,Monitor shipment closely
SHP002480,Medium,Monitor shipment closely
SHP002482,Medium,Monitor shipment closely
SHP002483,Medium,Monitor shipment closely
SHP002484,Medium,Monitor shipment closely
SHP002485,Medium,Monitor shipment closely
SHP002486,Medium,Monitor shipment closely
SHP002487,Medium,Monitor shipment closely
SHP002488,Medium,Monitor shipment closely
SHP002489,Medium,Monitor shipment closely
SHP002490,Medium,Monitor shipment closely
SHP002491,Medium,Monitor shipment closely
SHP002492,Medium,Monitor shipment closely
SHP002493,Medium,Monitor shipment closely
SHP002495,Medium,Monitor shipment closely
SHP002496,Medium,Monitor shipment closely
SHP002497,Medium,Monitor shipment closely
SHP002498,Medium,Monitor shipment closely
SHP002499,Medium,Monitor shipment closely
SHP002500,Medium,Monitor shipment closely
SHP002501,Medium,Monitor shipment closely
SHP002503,Medium,Monitor shipment closely
SHP002504,Medium,Monitor shipment closely
SHP002505,Medium,Monitor shipment closely
SHP002506,Medium,Monitor shipment closely
SHP002507,Medium,Monitor shipment closely
SHP002508,Medium,Monitor shipment closely
SHP002509,Medium,Monitor shipment closely
SHP002510,Medium,Monitor shipment closely
SHP002511,Medium,Monitor shipment closely
SHP002512,Medium,Monitor shipment closely
SHP002513,Medium,Monitor shipment closely
SHP002514,Medium,Monitor shipment closely
SHP002515,Medium,Monitor shipment closely
SHP002516,Medium,Monitor shipment closely
SHP002517,Medium,Monitor shipment closely
SHP002518,Medium,Monitor shipment closely
SHP002519,Medium,Monitor shipment closely
SHP002521,Medium,Monitor shipment closely
SHP002522,Medium,Monitor shipment closely
SHP002523,Medium,Monitor shipment closely
SHP002524,Medium,Monitor shipment closely
SHP002525,Medium,Monitor shipment closely
SHP002526,Medium,Monitor shipment closely
SHP002527,Medium,Monitor shipment closely
SHP002528,Medium,Monitor shipment closely
SHP002529,Medium,Monitor shipment closely
SHP002530,Medium,Monitor shipment closely
SHP002531,Medium,Monitor shipment closely
SHP002532,Medium,Monitor shipment closely
SHP002533,Medium,Monitor shipment closely
SHP002534,Medium,Monitor shipment closely
SHP002535,Medium,Monitor shipment closely
SHP002536,Medium,Monitor shipment closely
SHP002537,Medium,Monitor shipment closely
SHP002538,Medium,Monitor shipment closely
SHP002539,Medium,Monitor shipment closely
SHP002540,Medium,Monitor shipment closely
SHP002541,Medium,Monitor shipment closely
SHP002542,Medium,Monitor shipment closely
SHP002543,Medium,Monitor shipment closely
SHP002544,Medium,Monitor shipment closely
SHP002545,Medium,Monitor shipment closely
SHP002546,Medium,Monitor shipment closely
SHP002547,Medium,Monitor shipment closely
SHP002548,Medium,Monitor shipment closely
SHP002549,Medium,Monitor shipment closely
SHP002550,Medium,Monitor shipment closely
SHP002551,Medium,Monitor shipment closely
SHP002552,Medium,Monitor shipment closely
SHP002553,Medium,Monitor shipment closely
SHP002554,Medium,Monitor shipment closely
SHP002555,Medium,Monitor shipment closely
SHP002556,Medium,Monitor shipment closely
SHP002557,Medium,Monitor shipment closely
SHP002558,Medium,Monitor shipment closely
SHP002559,Medium,Monitor shipment closely
SHP002560,Medium,Monitor shipment closely
SHP002561,Medium,Monitor shipment closely
SHP002562,Medium,Monitor shipment closely
SHP002563,Medium,Monitor shipment closely
SHP002564,Medium,Monitor shipment closely
SHP002565,Medium,Monitor shipment closely
SHP002566,Medium,Monitor shipment closely
SHP002567,Medium,Monitor shipment closely
SHP002568,Medium,Monitor shipment closely
SHP002569,Medium,Monitor shipment closely
SHP002570,Medium,Monitor shipment closely
SHP002571,Medium,Monitor shipment closely
SHP002572,Medium,Monitor shipment closely
SHP002573,Medium,Monitor shipment closely
SHP002574,Medium,Monitor shipment closely
SHP002575,Medium,Monitor shipment closely
SHP002577,Medium,Monitor shipment closely
SHP002578,Medium,Monitor shipment closely
SHP002579,Medium,Monitor shipment closely
SHP002580,Medium,Monitor shipment closely
SHP002581,Medium,Monitor shipment closely
SHP002582,Medium,Monitor shipment closely
SHP002583,Medium,Monitor shipment closely
SHP002584,Medium,Monitor shipment closely
SHP002585,Medium,Monitor shipment closely
SHP002586,Medium,Monitor shipment closely
SHP002587,Medium,Monitor shipment closely
SHP002588,Medium,Monitor shipment closely
SHP002590,Medium,Monitor shipment closely
SHP002591,Medium,Monitor shipment closely
SHP002592,Medium,Monitor shipment closely
SHP002593,Medium,Monitor shipment closely
SHP002594,Medium,Monitor shipment closely
SHP002595,Medium,Monitor shipment closely
SHP002596,Medium,Monitor shipment closely
SHP002597,Medium,Monitor shipment closely
SHP002598,Medium,Monitor shipment closely
SHP002599,Medium,Monitor shipment closely
SHP002600,Medium,Monitor shipment closely
SHP002601,Medium,Monitor shipment closely
SHP002602,Medium,Monitor shipment closely
SHP002603,Medium,Monitor shipment closely
SHP002604,Medium,Monitor shipment closely
SHP002605,Medium,Monitor shipment closely
SHP002606,Medium,Monitor shipment closely
SHP002607,Medium,Monitor shipment closely
SHP002608,Medium,Monitor shipment closely
SHP002609,Medium,Monitor shipment closely
SHP002610,Medium,Monitor shipment closely
SHP002611,Medium,Monitor shipment closely
SHP002612,Medium,Monitor shipment closely
SHP002613,Medium,Monitor shipment closely
SHP002614,Medium,Monitor shipment closely
SHP002616,Medium,Monitor shipment closely
SHP002617,Medium,Monitor shipment closely
SHP002618,Medium,Monitor shipment closely
SHP002619,Medium,Monitor shipment closely
SHP002620,Medium,Monitor shipment closely
SHP002621,Medium,Monitor shipment closely
SHP002622,Medium,Monitor shipment closely
SHP002623,Medium,Monitor shipment closely
SHP002624,Medium,Monitor shipment closely
SHP002625,Medium,Monitor shipment closely
SHP002626,Medium,Monitor shipment closely
SHP002627,Medium,Monitor shipment closely
SHP002628,Medium,Monitor shipment closely
SHP002629,Medium,Monitor shipment closely
SHP002630,Medium,Monitor shipment closely
SHP002632,Medium,Monitor shipment closely
SHP002633,Medium,Monitor shipment closely
SHP002634,Medium,Monitor shipment closely
SHP002635,Medium,Monitor shipment closely
SHP002636,Medium,Monitor shipment closely
SHP002637,Medium,Monitor shipment closely
SHP002638,Medium,Monitor shipment closely
SHP002639,Medium,Monitor shipment closely
SHP002640,Medium,Monitor shipment closely
SHP002641,Medium,Monitor shipment closely
SHP002642,Medium,Monitor shipment closely
SHP002643,Medium,Monitor shipment closely
SHP002644,Medium,Monitor shipment closely
SHP002645,Medium,Monitor shipment closely
SHP002646,Medium,Monitor shipment closely
SHP002647,Medium,Monitor shipment closely
SHP002648,Medium,Monitor shipment closely
SHP002649,Medium,Monitor shipment closely
SHP002650,Medium,Monitor shipment closely
SHP002651,Medium,Monitor shipment closely
SHP002652,Medium,Monitor shipment closely
SHP002653,Medium,Monitor shipment closely
SHP002654,Medium,Monitor shipment closely
SHP002655,Medium,Monitor shipment closely
SHP002656,Medium,Monitor shipment closely
SHP002658,Medium,Monitor shipment closely
SHP002659,Medium,Monitor shipment closely
SHP002660,Medium,Monitor shipment closely
SHP002661,Medium,Monitor shipment closely
SHP002662,Medium,Monitor shipment closely
SHP002663,Medium,Monitor shipment closely
SHP002664,Medium,Monitor shipment closely
SHP002665,Medium,Monitor shipment closely
SHP002666,Medium,Monitor shipment closely
SHP002667,Medium,Monitor shipment closely
SHP002668,Medium,Monitor shipment closely
SHP002669,Medium,Monitor shipment closely
SHP002670,Medium,Monitor shipment closely
SHP002671,Medium,Monitor shipment closely
SHP002672,Medium,Monitor shipment closely
SHP002673,Medium,Monitor shipment closely
SHP002674,Medium,Monitor shipment closely
SHP002675,Medium,Monitor shipment closely
SHP002676,Medium,Monitor shipment closely
SHP002677,Medium,Monitor shipment closely
SHP002678,Medium,Monitor shipment closely
SHP002680,Medium,Monitor shipment closely
SHP002681,Medium,Monitor shipment closely
SHP002682,Medium,Monitor shipment closely
SHP002683,Medium,Monitor shipment closely
SHP002684,Medium,Monitor shipment closely
SHP002685,Medium,Monitor shipment closely
SHP002686,Medium,Monitor shipment closely
SHP002687,Medium,Monitor shipment closely
SHP002688,Medium,Monitor shipment closely
SHP002689,Medium,Monitor shipment closely
SHP002690,Medium,Monitor shipment closely
SHP002691,Medium,Monitor shipment closely
SHP002692,Medium,Monitor shipment closely
SHP002693,Medium,Monitor shipment closely
SHP002694,Medium,Monitor shipment closely
SHP002695,Medium,Monitor shipment closely
SHP002696,Medium,Monitor shipment closely
SHP002697,Medium,Monitor shipment closely
SHP002698,Medium,Monitor shipment closely
SHP002699,Medium,Monitor shipment closely
SHP002700,Medium,Monitor shipment closely
SHP002701,Medium,Monitor shipment closely
SHP002702,Medium,Monitor shipment closely
SHP002704,Medium,Monitor shipment closely
SHP002705,Medium,Monitor shipment closely
SHP002706,Medium,Monitor shipment closely
SHP002707,Medium,Monitor shipment closely
SHP002708,Medium,Monitor shipment closely
SHP002709,Medium,Monitor shipment closely
SHP002710,Medium,Monitor shipment closely
SHP002711,Medium,Monitor shipment closely
SHP002712,Medium,Monitor shipment closely
SHP002713,Medium,Monitor shipment closely
SHP002714,Medium,Monitor shipment closely
SHP002715,Medium,Monitor shipment closely
SHP002716,Medium,Monitor shipment closely
SHP002717,Medium,Monitor shipment closely
SHP002718,Medium,Monitor shipment closely
SHP002719,Medium,Monitor shipment closely
SHP002720,Medium,Monitor shipment closely
SHP002721,Medium,Monitor shipment closely
SHP002722,Medium,Monitor shipment closely
SHP002723,Medium,Monitor shipment closely
SHP002724,Medium,Monitor shipment closely
SHP002725,Medium,Monitor shipment closely
SHP002726,Medium,Monitor shipment closely
SHP002727,Medium,Monitor shipment closely
SHP002728,Medium,Monitor shipment closely
SHP002729,Medium,Monitor shipment closely
SHP002730,Medium,Monitor shipment closely
SHP002731,Medium,Monitor shipment closely
SHP002732,Medium,Monitor shipment closely
SHP002733,Medium,Monitor shipment closely
SHP002734,Medium,Monitor shipment closely
SHP002735,Medium,Monitor shipment closely
SHP002736,Medium,Monitor shipment closely
SHP002737,Medium,Monitor shipment closely
SHP002738,Medium,Monitor shipment closely
SHP002739,Medium,Monitor shipment closely
SHP002740,Medium,Monitor shipment closely
SHP002741,Medium,Monitor shipment closely
SHP002742,Medium,Monitor shipment closely
SHP002743,Medium,Monitor shipment closely
SHP002744,Medium,Monitor shipment closely
SHP002745,Medium,Monitor shipment closely
SHP002746,Medium,Monitor shipment closely
SHP002747,Medium,Monitor shipment closely
SHP002748,Medium,Monitor shipment closely
SHP002749,Medium,Monitor shipment closely
SHP002750,Medium,Monitor shipment closely
SHP002751,Medium,Monitor shipment closely
SHP002752,Medium,Monitor shipment closely
SHP002753,Medium,Monitor shipment closely
SHP002755,Medium,Monitor shipment closely
SHP002756,Medium,Monitor shipment closely
SHP002757,Medium,Monitor shipment closely
SHP002758,Medium,Monitor shipment closely
SHP002759,Medium,Monitor shipment closely
SHP002760,Medium,Monitor shipment closely
SHP002761,Medium,Monitor shipment closely
SHP002762,Medium,Monitor shipment closely
SHP002763,Medium,Monitor shipment closely
SHP002764,Medium,Monitor shipment closely
SHP002765,Medium,Monitor shipment closely
SHP002767,Medium,Monitor shipment closely
SHP002768,Medium,Monitor shipment closely
SHP002769,Medium,Monitor shipment closely
SHP002770,Medium,Monitor shipment closely
SHP002771,Medium,Monitor shipment closely
SHP002772,Medium,Monitor shipment closely
SHP002773,Medium,Monitor shipment closely
SHP002774,Medium,Monitor shipment closely
SHP002775,Medium,Monitor shipment closely
SHP002776,Medium,Monitor shipment closely
SHP002777,Medium,Monitor shipment closely
SHP002778,Medium,Monitor shipment closely
SHP002779,Medium,Monitor shipment closely
SHP002780,Medium,Monitor shipment closely
SHP002781,Medium,Monitor shipment closely
SHP002782,Medium,Monitor shipment closely
SHP002783,Medium,Monitor shipment closely
SHP002784,Medium,Monitor shipment closely
SHP002785,Medium,Monitor shipment closely
SHP002786,Medium,Monitor shipment closely
SHP002787,Medium,Monitor shipment closely
SHP002788,Medium,Monitor shipment closely
SHP002789,Medium,Monitor shipment closely
SHP002790,Medium,Monitor shipment closely
SHP002792,Medium,Monitor shipment closely
SHP002793,Medium,Monitor shipment closely
SHP002794,Medium,Monitor shipment closely
SHP002796,Medium,Monitor shipment closely
SHP002797,Medium,Monitor shipment closely
SHP002798,Medium,Monitor shipment closely
SHP002800,Medium,Monitor shipment closely
SHP002801,Medium,Monitor shipment closely
SHP002802,Medium,Monitor shipment closely
SHP002803,Medium,Monitor shipment closely
SHP002804,Medium,Monitor shipment closely
SHP002805,Medium,Monitor shipment closely
SHP002806,Medium,Monitor shipment closely
SHP002807,Medium,Monitor shipment closely
SHP002808,Medium,Monitor shipment closely
SHP002809,Medium,Monitor shipment closely
SHP002810,Medium,Monitor shipment closely
SHP002811,Medium,Monitor shipment closely
SHP002812,Medium,Monitor shipment closely
SHP002813,Medium,Monitor shipment closely
SHP002814,Medium,Monitor shipment closely
SHP002815,Medium,Monitor shipment closely
SHP002816,Medium,Monitor shipment closely
SHP002817,Medium,Monitor shipment closely
SHP002819,Medium,Monitor shipment closely
SHP002820,Medium,Monitor shipment closely
SHP002821,Medium,Monitor shipment closely
SHP002822,Medium,Monitor shipment closely
SHP002823,Medium,Monitor shipment closely
SHP002824,Medium,Monitor shipment closely
SHP002825,Medium,Monitor shipment closely
SHP002826,Medium,Monitor shipment closely
SHP002827,Medium,Monitor shipment closely
SHP002828,Medium,Monitor shipment closely
SHP002829,Medium,Monitor shipment closely
SHP002830,Medium,Monitor shipment closely
SHP002831,Medium,Monitor shipment closely
SHP002832,Medium,Monitor shipment closely
SHP002833,Medium,Monitor shipment closely
SHP002834,Medium,Monitor shipment closely
SHP002835,Medium,Monitor shipment closely
SHP002836,Medium,Monitor shipment closely
SHP002837,Medium,Monitor shipment closely
SHP002838,Medium,Monitor shipment closely
SHP002839,Medium,Monitor shipment closely
SHP002841,Medium,Monitor shipment closely
SHP002842,Medium,Monitor shipment closely
SHP002843,Medium,Monitor shipment closely
SHP002844,Medium,Monitor shipment closely
SHP002845,Medium,Monitor shipment closely
SHP002846,Medium,Monitor shipment closely
SHP002847,Medium,Monitor shipment closely
SHP002848,Medium,Monitor shipment closely
SHP002849,Medium,Monitor shipment closely
SHP002850,Medium,Monitor shipment closely
SHP002851,Medium,Monitor shipment closely
SHP002852,Medium,Monitor shipment closely
SHP002853,Medium,Monitor shipment closely
SHP002854,Medium,Monitor shipment closely
SHP002855,Medium,Monitor shipment closely
SHP002856,Medium,Monitor shipment closely
SHP002857,Medium,Monitor shipment closely
SHP002858,Medium,Monitor shipment closely
SHP002859,Medium,Monitor shipment closely
SHP002860,Medium,Monitor shipment closely
SHP002861,Medium,Monitor shipment closely
SHP002862,Medium,Monitor shipment closely
SHP002864,Medium,Monitor shipment closely
SHP002865,Medium,Monitor shipment closely
SHP002866,Medium,Monitor shipment closely
SHP002867,Medium,Monitor shipment closely
SHP002868,Medium,Monitor shipment closely
SHP002869,Medium,Monitor shipment closely
SHP002870,Medium,Monitor shipment closely
SHP002871,Medium,Monitor shipment closely
SHP002872,Medium,Monitor shipment closely
SHP002873,Medium,Monitor shipment closely
SHP002874,Medium,Monitor shipment closely
SHP002875,Medium,Monitor shipment closely
SHP002876,Medium,Monitor shipment closely
SHP002877,Medium,Monitor shipment closely
SHP002878,Medium,Monitor shipment closely
SHP002879,Medium,Monitor shipment closely
SHP002880,Medium,Monitor shipment closely
SHP002881,Medium,Monitor shipment closely
SHP002882,Medium,Monitor shipment closely
SHP002883,Medium,Monitor shipment closely
SHP002884,Medium,Monitor shipment closely
SHP002885,Medium,Monitor shipment closely
SHP002886,Medium,Monitor shipment closely
SHP002887,Medium,Monitor shipment closely
SHP002888,Medium,Monitor shipment closely
SHP002889,Medium,Monitor shipment closely
SHP002890,Medium,Monitor shipment closely
SHP002891,Medium,Monitor shipment closely
SHP002892,Medium,Monitor shipment closely
SHP002893,Medium,Monitor shipment closely
SHP002894,Medium,Monitor shipment closely
SHP002895,Medium,Monitor shipment closely
SHP002896,Medium,Monitor shipment closely
SHP002897,Medium,Monitor shipment closely
SHP002898,Medium,Monitor shipment closely
SHP002899,Medium,Monitor shipment closely
SHP002900,Medium,Monitor shipment closely
SHP002901,Medium,Monitor shipment closely
SHP002902,Medium,Monitor shipment closely
SHP002903,Medium,Monitor shipment closely
SHP002905,Medium,Monitor shipment closely
SHP002906,Medium,Monitor shipment closely
SHP002907,Medium,Monitor shipment closely
SHP002908,Medium,Monitor shipment closely
SHP002909,Medium,Monitor shipment closely
SHP002910,Medium,Monitor shipment closely
SHP002912,Medium,Monitor shipment closely
SHP002913,Medium,Monitor shipment closely
SHP002914,Medium,Monitor shipment closely
SHP002915,Medium,Monitor shipment closely
SHP002916,Medium,Monitor shipment closely
SHP002917,Medium,Monitor shipment closely
SHP002918,Medium,Monitor shipment closely
SHP002919,Medium,Monitor shipment closely
SHP002920,Medium,Monitor shipment closely
SHP002921,Medium,Monitor shipment closely
SHP002922,Medium,Monitor shipment closely
SHP002923,Medium,Monitor shipment closely
SHP002924,Medium,Monitor shipment closely
SHP002925,Medium,Monitor shipment closely
SHP002926,Medium,Monitor shipment closely
SHP002927,Medium,Monitor shipment closely
SHP002928,Medium,Monitor shipment closely
SHP002929,Medium,Monitor shipment closely
SHP002930,Medium,Monitor shipment closely
SHP002931,Medium,Monitor shipment closely
SHP002932,Medium,Monitor shipment closely
SHP002934,Medium,Monitor shipment closely
SHP002935,Medium,Monitor shipment closely
SHP002936,Medium,Monitor shipment closely
SHP002937,Medium,Monitor shipment closely
SHP002938,Medium,Monitor shipment closely
SHP002939,Medium,Monitor shipment closely
SHP002940,Medium,Monitor shipment closely
SHP002941,Medium,Monitor shipment closely
SHP002942,Medium,Monitor shipment closely
SHP002943,Medium,Monitor shipment closely
SHP002944,Medium,Monitor shipment closely
SHP002945,Medium,Monitor shipment closely
SHP002947,Medium,Monitor shipment closely
SHP002948,Medium,Monitor shipment closely
SHP002949,Medium,Monitor shipment closely
SHP002950,Medium,Monitor shipment closely
SHP002951,Medium,Monitor shipment closely
SHP002952,Medium,Monitor shipment closely
SHP002953,Medium,Monitor shipment closely
SHP002954,Medium,Monitor shipment closely
SHP002956,Medium,Monitor shipment closely
SHP002957,Medium,Monitor shipment closely
SHP002958,Medium,Monitor shipment closely
SHP002959,Medium,Monitor shipment closely
SHP002960,Medium,Monitor shipment closely
SHP002961,Medium,Monitor shipment closely
SHP002962,Medium,Monitor shipment closely
SHP002963,Medium,Monitor shipment closely
SHP002964,Medium,Monitor shipment closely
SHP002965,Medium,Monitor shipment closely
SHP002966,Medium,Monitor shipment closely
SHP002967,Medium,Monitor shipment closely
SHP002968,Medium,Monitor shipment closely
SHP002969,Medium,Monitor shipment closely
SHP002970,Medium,Monitor shipment closely
SHP002971,Medium,Monitor shipment closely
SHP002972,Medium,Monitor shipment closely
SHP002973,Medium,Monitor shipment closely
SHP002974,Medium,Monitor shipment closely
SHP002975,Medium,Monitor shipment closely
SHP002976,Medium,Monitor shipment closely
SHP002977,Medium,Monitor shipment closely
SHP002978,Medium,Monitor shipment closely
SHP002979,Medium,Monitor shipment closely
SHP002980,Medium,Monitor shipment closely
SHP002981,Medium,Monitor shipment closely
SHP002982,Medium,Monitor shipment closely
SHP002983,Medium,Monitor shipment closely
SHP002984,Medium,Monitor shipment closely
SHP002985,Medium,Monitor shipment closely
SHP002986,Medium,Monitor shipment closely
SHP002987,Medium,Monitor shipment closely
SHP002988,Medium,Monitor shipment closely
SHP002989,Medium,Monitor shipment closely
SHP002990,Medium,Monitor shipment closely
SHP002991,Medium,Monitor shipment closely
SHP002992,Medium,Monitor shipment closely
SHP002993,Medium,Monitor shipment closely
SHP002994,Medium,Monitor shipment closely
SHP002995,Medium,Monitor shipment closely
SHP002996,Medium,Monitor shipment closely
SHP002997,Medium,Monitor shipment closely
SHP002998,Medium,Monitor shipment closely
SHP002999,Medium,Monitor shipment closely
SHP003000,Medium,Monitor shipment closely
SHP003001,Medium,Monitor shipment closely
SHP003002,Medium,Monitor shipment closely
SHP003003,Medium,Monitor shipment closely
SHP003004,Medium,Monitor shipment closely
SHP003005,Medium,Monitor shipment closely
SHP003006,Medium,Monitor shipment closely
SHP003007,Medium,Monitor shipment closely
SHP003008,Medium,Monitor shipment closely
SHP003009,Medium,Monitor shipment closely
SHP003010,Medium,Monitor shipment closely
SHP003011,Medium,Monitor shipment closely
SHP003012,Medium,Monitor shipment closely
SHP003013,Medium,Monitor shipment closely
SHP003014,Medium,Monitor shipment closely
SHP003015,Medium,Monitor shipment closely
SHP003016,Medium,Monitor shipment closely
SHP003017,Medium,Monitor shipment closely
SHP003018,Medium,Monitor shipment closely
SHP003019,Medium,Monitor shipment closely
SHP003020,Medium,Monitor shipment closely
SHP003021,Medium,Monitor shipment closely
SHP003022,Medium,Monitor shipment closely
SHP003024,Medium,Monitor shipment closely
SHP003025,Medium,Monitor shipment closely
SHP003026,Medium,Monitor shipment closely
SHP003027,Medium,Monitor shipment closely
SHP003028,Medium,Monitor shipment closely
SHP003029,Medium,Monitor shipment closely
SHP003030,Medium,Monitor shipment closely
SHP003031,Medium,Monitor shipment closely
SHP003032,Medium,Monitor shipment closely
SHP003033,Medium,Monitor shipment closely
SHP003034,Medium,Monitor shipment closely
SHP003035,Medium,Monitor shipment closely
SHP003036,Medium,Monitor shipment closely
SHP003037,Medium,Monitor shipment closely
SHP003038,Medium,Monitor shipment closely
SHP003039,Medium,Monitor shipment closely
SHP003040,Medium,Monitor shipment closely
SHP003041,Medium,Monitor shipment closely
SHP003042,Medium,Monitor shipment closely
SHP003043,Medium,Monitor shipment closely
SHP003044,Medium,Monitor shipment closely
SHP003045,Medium,Monitor shipment closely
SHP003046,Medium,Monitor shipment closely
SHP003047,Medium,Monitor shipment closely
SHP003048,Medium,Monitor shipment closely
SHP003049,Medium,Monitor shipment closely
SHP003050,Medium,Monitor shipment closely
SHP003051,Medium,Monitor shipment closely
SHP003052,Medium,Monitor shipment closely
SHP003054,Medium,Monitor shipment closely
SHP003055,Medium,Monitor shipment closely
SHP003056,Medium,Monitor shipment closely
SHP003057,Medium,Monitor shipment closely
SHP003058,Medium,Monitor shipment closely
SHP003059,Medium,Monitor shipment closely
SHP003060,Medium,Monitor shipment closely
SHP003061,Medium,Monitor shipment closely
SHP003062,Medium,Monitor shipment closely
SHP003063,Medium,Monitor shipment closely
SHP003064,Medium,Monitor shipment closely
SHP003065,Medium,Monitor shipment closely
SHP003066,Medium,Monitor shipment closely
SHP003067,Medium,Monitor shipment closely
SHP003068,Medium,Monitor shipment closely
SHP003069,Medium,Monitor shipment closely
SHP003070,Medium,Monitor shipment closely
SHP003071,Medium,Monitor shipment closely
SHP003072,Medium,Monitor shipment closely
SHP003073,Medium,Monitor shipment closely
SHP003074,Medium,Monitor shipment closely
SHP003076,Medium,Monitor shipment closely
SHP003077,Medium,Monitor shipment closely
SHP003078,Medium,Monitor shipment closely
SHP003079,Medium,Monitor shipment closely
SHP003080,Medium,Monitor shipment closely
SHP003081,Medium,Monitor shipment closely
SHP003082,Medium,Monitor shipment closely
SHP003083,Medium,Monitor shipment closely
SHP003085,Medium,Monitor shipment closely
SHP003086,Medium,Monitor shipment closely
SHP003087,Medium,Monitor shipment closely
SHP003088,Medium,Monitor shipment closely
SHP003089,Medium,Monitor shipment closely
SHP003090,Medium,Monitor shipment closely
